ola	hola
hla	hola
holaa	hola
gracia	gracias
grasias	gracias
grax	gracias
gx	gracias
buenas	buenas
bnos	buenos
dias	días
manana	mañana
q	qué
k	qué
xq	porque
pq	porque
xf	por favor
tmb	también
tb	también
sq	es que
mxo	mucho
increible	increíble
rapido	rápido
facil	fácil
