bjour	bonjour
bonjor	bonjour
bonjur	bonjour
bonousjour	bonjour
mersi	merci
mercie	merci
marci	merci
comentr	comment
comen	comment
silvouple	s'il vous plaît
svple	s'il vous plaît
ojoud	aujourd'hui
aujourdhui	aujourd'hui
tre	très
b1	bien
bcp	beaucoup
slt	salut
franais	français
francais	français
francois	français
