mrhaba	merhaba
merhab	merhaba
mrhba	merhaba
tsk	teşekkür
tskr	teşekkür
teşk	teşekkür
saol	teşekkür
nasilsin	nasılsın
naber	naber
nbr	naber
iyim	iyiyim
ii	iyi
cok	çok
coqq	çok
gunaydin	günaydın
aksam	akşam
yarin	yarın
tesekkur	teşekkür
klavye	klavye
